cpu_mean,cpu_max,cpu_variance,ram_mean,ram_growth_rate,swap_percent,network_mean,network_symmetry,net_variance,udp_tcp_ratio,disk_io_mean,process_count_mean,thread_count_mean,load_avg,ctx_switches_per_core,cpu_user_system_ratio,psi_cpu_some,psi_mem_some,psi_io_some,vscode_active,browser_active,compiler_active,workload_label
6.312122,25.481137,27.037917,26.205462,1.480675,0.281349,0.031632,0.025375,3.769796,0.413563,1.925332,418.033329,48.494613,0.206663,171.902736,5.060708,0.226387,0.0,0.171581,0,1,0,browsing
1.905555,3.671408,0.406401,13.266668,-0.038581,0.0,0.00249,0.035739,0.051669,1.056794,0.174836,398.832709,40.581663,0.021782,24.865701,3.424434,0.0,0.0,0.04321,0,0,0,idle
1.879855,4.218134,0.969016,12.968858,-0.003865,0.0,0.002272,0.020586,0.054057,1.340374,0.320294,391.761976,39.003469,0.034697,12.671622,2.290258,0.0,0.0,0.033298,0,0,0,idle
2.80837,4.014865,1.652505,13.675149,0.138173,0.0,0.002701,0.038016,0.01821,1.355773,0.222466,395.310733,36.508325,0.022727,21.184748,3.591423,0.0,0.0,0.045981,0,0,0,idle
46.206378,63.496217,18.110134,21.774713,0.927968,0.394115,0.009003,0.032534,1.207275,0.74396,6.705291,431.657347,55.334225,1.231188,658.238325,8.258431,6.524359,0.068693,1.823104,1,1,1,coding
18.926922,26.47975,8.648263,18.726474,-0.125495,0.0,0.076109,0.5959,0.09052,2.261027,0.664042,413.973058,58.403356,0.191303,330.636551,2.56004,0.915838,0.0,0.089468,0,1,0,video_call
5.116539,23.287089,34.383797,25.905776,2.070421,0.04649,0.044224,0.026307,2.494853,0.397733,1.46998,414.508913,43.105744,0.37256,153.168081,4.438447,0.35185,0.0,0.05302,0,1,0,browsing
12.152472,19.092211,7.293348,24.512003,0.187694,0.0,0.079489,0.596815,0.086521,1.731726,0.99407,428.98982,49.041828,0.487825,258.809708,1.879571,1.023801,0.0,0.074527,0,1,0,video_call
12.931078,25.683628,9.257732,22.377486,0.578537,0.0,0.068406,0.594851,0.128056,1.576041,1.088372,413.793802,52.833089,0.337493,354.234397,2.272577,0.79124,0.0,0.050637,0,1,0,video_call
13.123106,27.661156,8.923445,24.262435,0.558851,0.0,0.090182,0.809923,0.077355,0.913893,0.925289,414.165508,50.149641,0.299007,316.617427,1.566344,1.062282,0.0,0.174988,0,1,0,video_call
11.451664,25.644643,22.487019,23.13646,2.710759,0.325119,0.07592,0.038382,4.134494,0.4758,0.204652,401.496938,42.857464,0.23957,123.496982,4.460876,0.068181,0.0,0.164358,1,1,0,browsing
1.292927,4.794959,1.302375,12.151164,0.193805,0.0,0.000847,0.046942,0.029522,1.479089,0.75124,405.840222,38.00731,0.014301,1.0,3.455134,0.0,0.0,0.029031,0,0,0,idle
3.279436,5.24798,1.076435,13.706609,-0.106389,0.0,0.001884,0.061449,0.052024,1.295287,0.01233,397.176012,39.29387,0.020211,20.491942,3.058463,0.0,0.0,0.023816,0,0,0,idle
3.44452,29.467947,20.794492,24.653087,1.272608,0.194571,0.049923,0.054922,2.803841,0.201261,1.962536,410.338972,48.390658,0.247643,263.218103,4.058792,0.425289,0.0,0.040344,0,1,0,browsing
26.176191,29.176191,12.178056,29.181054,-0.5,0.293231,0.008947,0.02679,0.830954,0.717814,3.903398,445.698621,61.990071,0.651268,309.607939,10.455526,7.588621,0.143347,3.350625,1,1,1,coding
9.160236,24.173643,12.753341,22.204422,0.002741,0.0,0.081659,0.755477,0.073993,1.775127,1.108647,421.826026,53.655017,0.585652,173.496125,2.48182,1.197011,0.0,0.202688,0,1,0,video_call
1.899262,3.834949,1.299829,11.763358,-0.050069,0.0,0.003093,0.031603,0.038777,1.220465,0.021708,409.740971,44.275825,0.023877,30.790578,3.538859,0.0,0.0,0.008976,0,0,0,idle
7.565681,27.599856,29.11706,19.96408,1.031211,0.013256,0.06981,0.021445,4.125698,0.348537,1.331343,441.672099,49.058712,0.192613,183.78085,3.918269,0.539021,0.0,0.187367,0,1,0,browsing
9.101031,24.250223,14.688377,18.576477,0.775215,0.303985,0.041247,0.010844,3.28072,0.491176,1.427567,411.147047,48.42432,0.229013,211.038973,4.111276,0.0,0.0,0.296915,0,1,0,browsing
15.438101,41.465308,14.075346,14.0,1.510395,0.565371,0.00992,0.029903,1.483171,0.769404,7.784551,411.653675,62.781766,1.202101,301.305967,9.812763,5.333333,0.022409,1.818287,1,1,0,coding
40.571141,66.438276,10.771345,24.990188,1.993793,0.0,0.009057,0.009416,0.80297,0.704793,4.388246,434.207043,44.996673,1.387847,739.851062,9.067629,10.022021,0.066357,5.966299,1,1,1,coding
13.826778,26.780729,24.771381,28.291141,3.159388,0.161214,0.049174,0.027399,3.315148,0.466311,1.904274,424.833292,43.789623,0.301283,131.154375,3.846422,0.47621,0.0,0.122874,1,1,0,browsing
29.655904,47.09826,15.373013,23.096163,0.323484,0.0,0.011558,0.023702,1.049049,0.487047,2.524813,466.194629,70.310836,2.027372,547.948397,8.629596,4.655407,0.067898,3.402314,1,1,1,coding
2.540177,6.74097,0.855693,11.360211,-0.231528,0.0,0.001789,0.035169,0.048032,1.354985,0.57647,399.619988,35.624614,0.029397,10.088175,2.233308,0.0,0.0,0.039833,0,0,0,idle
39.171583,57.936723,21.097836,31.953393,1.988126,0.673826,0.008281,0.041185,0.949242,0.367709,4.989434,448.522311,52.956153,0.578788,812.737225,7.497558,1.843533,0.170823,1.261379,1,1,1,coding
13.873116,22.658307,9.704525,22.140284,0.394506,0.0,0.084941,0.794767,0.119686,2.045994,0.740165,423.982422,48.552339,0.308512,293.091387,1.584385,0.164177,0.0,0.061213,0,1,0,video_call
15.754842,29.609359,11.935299,22.707982,2.29006,0.0,0.035034,0.012401,3.459082,0.429947,2.113084,420.799476,43.25111,0.281727,197.000257,3.867465,0.522714,0.0,0.313635,0,1,0,browsing
19.360877,43.508629,14.534286,32.856693,1.076729,0.266038,0.008202,0.010877,0.813311,0.828237,2.656427,448.873046,63.097214,1.834996,603.637471,4.057332,6.048885,0.138803,3.96007,1,1,1,coding
23.07702,38.546652,14.123547,33.135843,1.638395,0.856803,0.005529,0.010967,1.727723,0.875675,4.284913,438.314814,76.199065,1.483627,375.783503,9.381048,0.0,0.066182,8.57496,1,1,0,coding
11.760939,20.37146,14.359754,21.727115,0.844622,0.0,0.064983,0.783277,0.091059,1.605292,0.382516,412.679026,52.359493,0.184727,314.953813,2.488491,0.837276,0.0,0.109161,0,1,0,video_call
28.540663,46.588242,27.617154,32.416533,1.646024,0.094944,0.01291,0.02198,0.979034,0.745175,4.120599,435.891078,55.966143,1.142975,729.522488,6.475056,4.045281,0.140464,4.207066,1,1,1,coding
1.770843,5.146499,0.897506,15.686976,0.123322,0.0,0.001785,0.037257,0.046601,1.206318,0.416947,386.735223,42.963012,0.017045,30.968408,3.249292,0.0,0.0,0.01956,0,0,0,idle
15.798509,30.575572,8.354183,26.466442,0.61145,0.0,0.085515,0.672005,0.099277,1.602194,1.145218,413.176704,46.419644,0.203316,268.213441,2.081249,0.389824,0.0,0.174494,0,1,0,video_call
11.274315,23.185137,30.178088,18.404306,0.411463,0.242373,0.051893,0.032933,3.521022,0.480545,1.707124,421.952992,48.64944,0.112142,211.315555,4.072646,0.201411,0.0,0.124253,0,1,0,browsing
12.558538,25.726411,10.94106,23.839689,0.031882,0.0,0.09507,0.701582,0.106497,1.677817,0.42476,404.823339,52.570556,0.26826,313.469512,1.514262,0.872418,0.0,0.036036,0,1,0,video_call
17.645242,29.717568,11.540043,20.59772,0.183539,0.0,0.091076,0.751339,0.093558,1.898764,1.174856,405.332897,40.884011,0.32546,357.915888,2.440109,0.690323,0.0,0.149943,0,1,0,video_call
2.855278,7.71505,0.179633,15.054862,0.002847,0.0,0.000971,0.025156,0.012527,1.569032,0.315729,398.910909,38.631353,0.018028,19.666484,2.355892,0.0,0.0,0.009069,0,0,0,idle
14.357091,26.56008,25.020106,14.0,1.766121,1.107453,0.01283,0.005764,1.249544,0.537894,4.032502,424.123923,67.619969,1.621758,576.093859,7.719243,8.41747,0.014786,3.434493,1,1,1,coding
1.644317,4.628018,0.955613,14.294058,-0.165484,0.0,0.001561,0.06732,0.045933,1.319764,0.309231,398.167349,39.173942,0.0194,24.473557,3.574371,0.0,0.0,0.007797,0,0,0,idle
2.789312,5.459964,1.246296,12.734054,-0.042734,0.0,0.002105,0.016276,0.037324,1.439282,0.238332,398.446043,37.272256,0.019254,17.327646,1.373755,0.0,0.0,0.041795,0,0,0,idle
17.867923,30.564083,8.569357,20.741245,0.135742,0.0,0.072291,0.6855,0.08775,1.379604,0.8399,411.880375,45.718858,0.323839,332.446112,1.613714,0.818866,0.0,0.167182,0,1,0,video_call
10.148952,27.924881,15.2014,24.887043,1.235455,0.095552,0.036206,0.044219,3.639253,0.537213,2.026143,418.410307,48.050626,0.239803,206.126387,3.296361,0.302321,0.0,0.202469,0,1,0,browsing
13.905018,29.02413,8.59193,25.795925,0.458707,0.0,0.109701,0.785037,0.075798,1.829311,0.422979,412.128828,57.547358,0.472961,367.615196,2.137373,0.149737,0.0,0.167596,0,1,0,video_call
1.378857,4.334156,0.044092,13.959745,0.09973,0.0,0.002313,0.055039,0.053105,1.402471,0.29798,404.007099,38.316507,0.007721,6.257,2.21589,0.0,0.0,0.013852,0,0,0,idle
26.152398,58.738668,20.044765,25.033014,1.173528,0.537367,0.020759,0.015553,0.670051,1.161505,3.2156,424.076302,66.470816,1.412049,624.344448,8.890314,5.205324,0.100049,0.322217,1,1,1,coding
22.653007,31.639581,11.946662,22.915687,-0.164621,0.0,0.096824,0.629089,0.068831,1.444139,0.779893,430.346039,44.34726,0.468016,327.030082,2.450068,0.416739,0.0,0.012387,1,1,0,video_call
19.489682,42.142938,20.009807,30.594348,0.789482,0.750691,0.00409,0.020243,1.700285,0.578606,5.186308,441.505675,40.28731,2.741596,532.054233,7.077679,6.349175,0.068821,3.318395,1,0,1,coding
1.989743,4.043538,1.338069,12.010506,-0.15614,0.0,0.001898,0.080445,0.04124,1.24143,0.922205,390.042443,39.046539,0.038011,1.0,1.18182,0.0,0.0,0.010504,0,0,0,idle
6.078289,8.833433,27.559888,19.447837,1.133523,0.0,0.066277,0.021194,4.071026,0.612364,1.94224,417.964361,46.290992,0.336013,182.471091,3.896054,0.303677,0.0,0.118695,0,1,0,browsing
15.244968,32.755022,19.693124,34.150692,1.975882,1.146841,0.01168,0.012777,0.798926,0.764743,4.792016,427.525638,66.051573,1.198478,584.02666,6.780314,2.034176,0.072389,1.495873,1,1,1,coding
8.509934,28.446404,18.001991,35.572382,1.997547,0.409546,0.059498,0.026726,4.273675,0.454581,1.768819,410.792936,43.004151,0.284358,146.839157,5.975239,0.61617,0.0,0.054141,0,1,0,browsing
1.686042,4.003963,1.284568,13.132277,0.077261,0.0,0.002665,0.050372,0.032432,1.341948,0.498684,396.623389,38.750729,0.017924,45.595951,2.163657,0.0,0.0,0.037491,0,0,0,idle
37.191268,57.003447,16.7349,33.962257,2.599925,0.190042,0.015206,0.039329,1.844005,1.043705,8.291638,463.538192,66.186274,1.212547,477.441241,7.42266,7.81783,0.105981,4.03689,1,1,1,coding
20.488281,41.720502,20.403714,21.562015,1.513439,0.208268,0.014657,0.021862,1.104792,0.680785,1.104903,427.468044,46.506285,1.139963,481.882719,4.879762,2.701492,0.112194,0.0,0,1,1,coding
0.508506,1.511845,2.163903,13.255253,-0.091436,0.0,0.003227,0.028297,0.062776,1.254032,0.454609,401.34364,39.391258,0.028006,31.223612,2.380592,0.0,0.0,0.028446,0,0,0,idle
19.63797,39.30524,23.894431,24.914363,4.141266,0.0,0.013314,0.02936,1.345805,0.883927,1.869262,424.671963,59.10031,1.648308,584.063104,5.232715,4.751604,0.0,4.039137,1,1,0,coding
0.2,3.703476,0.979627,13.251286,-0.044783,0.0,0.002219,0.027581,0.063709,1.420173,0.040871,402.572856,40.001517,0.017119,20.481011,2.108899,0.0,0.0,0.025955,0,0,0,idle
17.50394,25.382263,9.313964,18.463593,-0.125803,0.0,0.086231,0.82458,0.058379,1.727694,0.538402,411.15293,46.574202,0.277673,162.009411,2.373931,0.057342,0.0,0.163008,0,1,0,video_call
19.358712,52.414304,16.64037,33.714281,2.421532,0.433162,0.013828,0.003644,0.832396,0.882115,3.041919,419.082653,48.385441,0.948863,664.963739,7.932913,3.889234,0.124162,1.853023,1,1,1,coding
12.585922,23.91425,11.919355,21.200863,0.634292,0.0,0.070826,0.626022,0.113565,1.813396,0.920145,415.690597,42.918034,0.350982,339.182108,2.682311,0.388308,0.0,0.081024,0,1,0,video_call
14.264143,32.235882,25.296653,30.961405,3.409052,0.210115,0.067908,0.051342,5.014732,0.429112,1.156098,433.100642,44.648927,0.231344,203.733758,4.746156,0.03418,0.0,0.104232,0,1,0,browsing
0.945196,3.454041,1.644953,13.253627,0.124925,0.0,0.002003,0.058935,0.042746,1.384091,0.34914,405.278204,37.14881,0.020106,45.857151,1.744829,0.0,0.0,0.035502,0,0,0,idle
14.921193,29.305566,20.85341,22.667209,1.32744,0.099735,0.015883,0.04168,4.032551,0.477672,1.427247,432.968663,51.326725,0.287095,162.505602,3.819832,0.241413,0.0,0.235795,0,1,0,browsing
19.067317,52.200143,20.5961,34.472917,1.171608,0.60038,0.010477,0.023632,1.180904,0.927175,7.414924,415.134423,46.837862,1.419675,782.077559,5.859015,4.712087,0.101865,2.121064,1,1,1,coding
10.664721,22.335598,24.488268,26.981405,1.449145,0.4284,0.059014,0.019282,4.647759,0.417828,2.303024,434.629835,45.130734,0.252666,231.187434,3.592751,0.129732,0.0,0.46622,0,1,0,browsing
4.152582,5.809449,1.627704,14.027748,-0.122785,0.0,0.002405,0.03206,0.04987,1.207121,0.171572,405.420657,35.258265,0.016977,1.0,2.793454,0.0,0.0,0.019622,0,0,0,idle
14.862084,23.162117,10.867587,21.629518,0.413254,0.0,0.096055,0.802461,0.109769,1.34088,0.415261,406.949179,46.414848,0.341324,357.202613,2.454215,0.663091,0.0,0.083188,0,1,0,video_call
24.040502,39.751492,23.648181,31.883449,2.728522,0.0,0.012417,0.02426,1.60877,0.862101,8.891144,430.68991,62.326594,0.720607,425.737933,2.644422,3.291944,0.09839,0.0,1,1,1,coding
53.993336,82.144621,12.952583,23.321657,0.983178,0.437305,0.006731,0.011881,1.418159,1.326019,3.271106,427.878048,57.286136,0.909053,739.069183,8.107122,4.695875,0.16487,3.497963,1,1,1,coding
20.034316,43.962601,10.770502,26.547769,1.231246,1.458847,0.001154,0.023163,1.105629,0.951185,6.041375,445.886519,42.549307,1.627251,413.06497,9.900459,5.115493,0.045082,5.345936,1,0,1,coding
23.19339,39.179159,8.221289,24.301639,0.159814,0.0,0.09451,0.859308,0.109138,1.457656,0.893831,417.714536,46.77905,0.509776,260.848225,2.480471,1.090193,0.0,0.032071,0,1,0,video_call
15.00246,26.341093,7.877109,22.684585,0.031955,0.0,0.078992,0.852431,0.083173,1.691799,0.394238,421.171085,37.216181,0.370573,320.697,1.967925,1.063313,0.0,0.140364,0,1,0,video_call
12.210467,27.425048,29.548685,22.986,2.119699,0.169013,0.029325,0.03075,3.80328,0.48448,2.219585,406.268439,49.23349,0.149603,244.398601,4.458841,0.404486,0.0,0.260995,0,1,0,browsing
1.449395,3.543261,1.037122,14.264372,-0.036053,0.0,0.000251,0.027147,0.066281,1.659653,0.364518,397.164854,36.249954,0.028343,25.426482,1.031859,0.0,0.0,0.030909,0,0,0,idle
3.423688,6.326004,0.713762,13.199274,-0.060917,0.0,0.002105,0.041166,0.04498,1.284078,0.333633,395.866866,37.828269,0.038939,24.210166,1.894634,0.0,0.0,0.038548,0,0,0,idle
11.68763,29.155986,22.810345,26.321582,1.576021,0.0,0.037355,0.045343,3.110475,0.507357,1.574121,441.916706,49.001821,0.21712,155.450548,3.719754,0.379118,0.0,0.135775,0,1,0,browsing
10.005245,38.265598,11.417794,32.615069,2.179453,0.53616,0.011676,0.033115,1.301493,0.847778,2.241259,433.372575,52.704279,0.314162,415.568941,6.086096,9.011854,0.111783,4.324284,1,1,1,coding
7.155276,17.687488,29.61895,24.107172,1.093783,0.450772,0.036577,0.044003,3.974446,0.309834,1.702827,428.056122,40.901498,0.123218,164.789464,3.066982,0.096712,0.0,0.183321,0,1,0,browsing
7.031865,16.149542,20.830418,20.917473,1.78929,0.92531,0.050831,0.037142,3.942958,0.521967,1.290306,424.112837,47.660411,0.180986,262.399961,4.496835,0.0,0.0,0.0,0,1,0,browsing
2.131529,3.082272,0.731631,13.885559,0.179432,0.0,0.002008,0.053113,0.042222,1.351141,0.449008,399.320387,35.15852,0.011899,15.055254,1.186209,0.0,0.0,0.033389,0,0,0,idle
1.408486,4.486641,1.173755,12.847898,-0.053754,0.0,0.002094,0.047627,0.033943,1.489399,0.003346,408.325801,39.242128,0.006697,27.748753,2.089466,0.0,0.0,0.043388,0,0,0,idle
14.026619,26.730245,11.013175,24.319538,-0.273205,0.0,0.080409,0.746561,0.100164,1.622372,0.752138,405.669174,49.249931,0.320718,398.307272,2.538645,1.079911,0.0,0.153277,0,1,0,video_call
39.719942,46.986409,15.078227,19.144673,1.845958,0.538827,0.011555,0.01659,1.169846,0.793048,5.851909,443.66152,67.315185,1.034047,678.128481,5.354825,3.66927,0.055365,5.020476,1,0,0,coding
2.376172,6.619794,1.281699,12.230795,-0.022123,0.0,0.001354,0.013755,0.034515,1.284148,0.085705,398.971738,36.310449,0.018498,39.957992,3.844898,0.0,0.0,0.001795,0,0,0,idle
7.224927,24.009117,30.543946,26.137929,1.72172,0.155393,0.026535,0.027798,5.650311,0.580004,1.770595,434.04515,50.595139,0.354653,225.192932,3.371529,0.331674,0.0,0.259637,0,1,0,browsing
17.172763,43.649746,12.607064,22.249246,1.240334,0.829046,0.012445,0.007517,1.427445,0.96367,4.444192,440.779677,61.983449,1.887695,277.438795,7.695067,5.54678,0.090763,4.674653,1,0,0,coding
10.032094,33.832834,24.652901,23.707289,-0.3,0.06093,0.048113,0.029361,3.017788,0.489484,2.706177,417.672765,37.756516,0.091583,227.38185,4.169848,0.425683,0.0,0.158308,0,1,0,browsing
15.0,36.162049,26.500647,25.547137,1.124391,0.656453,0.01281,0.0,0.230619,0.97285,5.449518,446.360243,50.682426,1.207513,724.489911,7.618849,3.117887,0.153217,3.292102,1,1,1,coding
0.417301,2.274518,1.583392,13.349683,0.139742,0.0,0.00273,0.031459,0.049291,1.457658,0.472188,386.880992,37.362581,0.005628,17.941245,1.669204,0.0,0.0,0.001018,0,0,0,idle
22.262436,50.166581,20.873945,32.407166,1.965315,0.008807,0.006054,0.025644,1.570137,0.668774,2.680512,452.866925,65.833387,0.578932,957.829246,7.244524,2.829334,0.138681,3.190874,1,1,1,coding
21.562079,34.808509,8.315165,22.791024,-0.252272,0.0,0.063768,0.7274,0.098277,1.89839,0.240335,416.852336,50.26269,0.291772,322.784233,2.079397,0.613489,0.0,0.130168,0,1,0,video_call
16.857437,28.990313,8.356313,20.324078,0.624931,0.0,0.076321,0.779765,0.102111,1.530316,0.865569,426.109576,49.009482,0.424999,318.254496,1.626734,0.578596,0.0,0.081749,0,0,0,video_call
10.676576,26.160217,9.538682,18.023883,-0.161374,0.0,0.067906,0.692733,0.068797,1.929551,0.608285,413.818791,54.393338,0.392032,268.428131,1.432773,0.953014,0.0,0.104266,0,1,0,video_call
19.467372,34.947144,14.632134,23.827902,1.555789,0.0,0.003287,0.01965,1.30326,1.004725,3.236109,411.712871,52.787555,0.981424,745.841685,7.596044,8.935315,0.07462,2.47069,1,1,1,coding
34.450456,58.442084,13.617918,28.337984,1.509792,0.068507,0.013951,0.026784,1.524277,0.858544,5.107909,424.961691,54.856409,0.79299,600.48251,7.199651,11.040508,0.219669,1.661801,1,1,1,coding
13.809453,27.560105,26.699328,20.334382,-0.018208,0.58715,0.038519,0.036657,3.227736,0.486651,2.30364,430.71999,48.900901,0.278394,127.841434,3.696888,0.285101,0.0,0.110799,0,1,0,browsing
2.222108,4.683178,1.565693,13.441087,-0.09048,0.0,0.002418,0.051098,0.06177,1.359544,0.431694,399.94044,38.6409,0.02266,21.420053,2.422622,0.0,0.0,0.024053,0,0,0,idle
3.693322,7.373849,0.802278,13.943041,0.123496,0.0,0.001842,0.049831,0.066053,1.508687,0.0,407.20165,37.315844,0.005133,1.0,4.05244,0.0,0.0,0.022653,0,0,0,idle
19.573839,46.283201,24.181239,28.407419,-0.161266,0.546095,0.008821,0.021249,1.172288,0.936193,3.878603,406.864861,40.074648,1.513713,592.369548,8.115525,3.51439,0.10226,3.286734,1,1,1,coding
12.159879,24.641803,5.308309,15.759167,0.59109,0.0,0.067644,0.669016,0.099149,1.399233,0.469346,403.966015,52.84586,0.348383,199.050546,2.052329,0.468202,0.0,0.134903,0,1,0,video_call
10.793702,20.016583,38.28589,27.068177,0.739721,0.21598,0.074439,0.04076,4.885375,0.323533,1.144462,425.464751,41.358448,0.28725,231.728227,3.909801,0.2358,0.0,0.173382,0,1,0,browsing
17.558995,31.481096,5.999268,22.670018,0.805903,0.0,0.072303,0.744424,0.107724,1.431854,0.718713,421.108234,53.566493,0.311788,354.83705,1.122839,0.909817,0.0,0.01115,0,1,0,video_call
1.142312,4.365576,1.743974,15.091406,-0.156907,0.0,0.001885,0.03913,0.065931,1.067643,0.319343,408.393211,38.41968,0.031679,55.04707,2.515298,0.0,0.0,0.020734,0,0,0,idle
13.396545,25.97786,14.78585,25.844754,0.051137,0.184529,0.050907,0.02304,5.552375,0.653154,1.498284,427.500507,43.674366,0.271884,193.95796,3.667096,0.17113,0.0,0.233872,0,1,0,browsing
11.746506,19.422856,7.393489,22.305594,-0.11068,0.0,0.069219,0.675987,0.099531,1.767395,0.981479,408.93155,48.473593,0.466017,302.43134,2.269857,0.624002,0.0,0.131814,0,1,0,video_call
26.223236,47.764722,20.795418,20.099853,1.86862,1.892549,0.007361,0.020488,1.293386,0.945108,2.674327,431.881579,47.206561,0.765149,303.24672,10.282889,3.627617,0.128039,2.192668,1,1,1,coding
1.0,26.888437,24.504087,23.823715,0.745389,0.208907,0.028248,0.034558,3.213363,0.318621,2.406384,423.297265,49.742751,0.277973,137.572406,4.477152,0.616049,0.0,0.099403,0,1,0,browsing
3.568334,4.743951,0.871737,12.142307,0.262924,0.0,0.003346,0.066119,0.073585,1.228717,0.202562,401.168158,37.393993,0.025168,22.852848,4.375622,0.0,0.0,0.031822,0,0,0,idle
12.494414,20.017597,10.226587,23.339689,0.166938,0.0,0.090697,0.86431,0.069832,1.470076,0.822162,415.372724,49.886431,0.420088,368.894538,2.769128,0.319728,0.0,0.086979,0,1,0,video_call
13.965655,28.044326,11.784863,19.954182,0.158576,0.0,0.076164,0.648556,0.083359,1.45565,0.62374,406.827926,54.570942,0.403717,328.482777,1.897268,1.187123,0.0,0.104769,0,1,0,video_call
3.107061,5.722192,1.68017,13.303742,-0.034447,0.0,0.003463,0.057954,0.059808,1.578273,0.0,398.125987,37.571149,0.017271,3.846978,3.422028,0.0,0.0,0.005992,0,0,0,idle
31.246478,35.716814,19.139177,24.758924,1.232452,0.293626,0.015176,0.01378,1.700224,0.771952,1.725323,449.917825,69.651156,0.975895,446.907407,9.431834,2.753479,0.06371,6.159306,1,0,1,coding
9.936259,20.977072,19.788715,28.172435,1.601272,0.323233,0.050094,0.039782,4.17176,0.337753,2.202206,428.394853,40.102578,0.260761,216.189841,4.383417,0.244701,0.0,0.284171,0,1,0,browsing
1.474928,4.229482,2.02601,12.136054,0.182558,0.0,0.00326,0.022613,0.0636,1.335384,0.57306,399.645764,40.361711,0.002152,28.788241,2.812983,0.0,0.0,0.012049,0,0,0,idle
1.271217,4.099491,0.929858,12.947497,0.058796,0.0,0.003029,0.058615,0.034374,1.45044,0.182405,399.696541,35.844564,0.028802,17.562854,2.974229,0.0,0.0,0.021127,0,0,0,idle
0.2,2.968359,0.849043,14.494428,-0.098269,0.0,0.003139,0.014885,0.075958,1.550894,0.218615,398.713445,40.891763,0.020546,1.0,2.198611,0.0,0.0,0.023806,0,1,0,idle
7.96848,17.289167,24.166482,30.201587,0.518684,0.300218,0.034889,0.03051,3.022396,0.542243,0.346237,432.213544,43.801389,0.160979,187.139984,4.301482,0.282756,0.0,0.185533,0,1,0,browsing
10.627516,20.174741,11.119866,19.59308,0.693374,0.0,0.071221,0.666754,0.10987,1.169734,0.441576,414.83249,47.331988,0.3551,388.848377,2.0561,1.103685,0.0,0.157918,0,1,0,video_call
38.772618,55.234984,19.120758,25.130435,0.68564,0.641163,0.007044,0.002084,1.622853,0.773661,6.738706,416.677147,81.419954,1.819364,559.668121,10.218734,3.349196,0.086021,1.522523,1,1,1,coding
50.878556,76.28693,27.938474,23.412979,1.901951,1.03732,0.003386,0.024058,0.847897,0.922853,8.856066,417.075695,61.400092,1.61706,540.354871,6.905717,4.058145,0.182481,3.602559,1,1,1,coding
5.898143,18.562718,25.975424,23.257969,2.440135,0.061346,0.061738,0.034247,2.941858,0.619555,1.480326,409.141704,51.018005,0.343125,145.984924,3.669081,0.458207,0.0,0.284424,0,1,0,browsing
16.004671,23.341177,15.026859,31.601169,0.42496,0.074407,0.008702,0.012462,1.688734,0.969867,9.292933,458.622399,68.863851,1.380499,487.740643,7.103677,0.0,0.10364,3.180636,1,1,1,coding
32.877459,56.021782,24.208984,19.599134,2.092135,1.223589,0.017758,0.024887,1.041783,1.113803,2.576835,415.777599,77.40635,0.05,788.094101,5.951437,6.559708,0.118092,4.879423,1,1,1,coding
9.596535,18.908936,10.256747,22.092847,0.170793,0.0,0.074283,0.739936,0.07806,1.346031,1.126134,417.235884,46.867678,0.292148,294.38926,2.469189,0.830794,0.0,0.130996,0,1,0,video_call
3.638135,7.141341,0.735537,13.114217,-0.127115,0.0,0.001333,0.079865,0.012032,1.281937,0.105362,398.161829,38.502497,0.020265,6.878627,2.23495,0.0,0.0,0.050226,0,0,0,idle
9.535839,21.083175,7.104304,21.551577,0.639112,0.0,0.098441,0.68428,0.075541,1.91372,0.774275,416.184883,43.842029,0.348907,264.783954,1.869218,0.724289,0.0,0.133096,0,1,0,video_call
13.17862,27.945762,21.637909,25.642877,1.875705,0.367442,0.048838,0.04616,3.382288,0.449076,1.330996,429.384402,40.348378,0.189258,115.152509,3.860071,0.0,0.0,0.101948,0,1,0,browsing
46.589423,60.326692,17.503734,28.230373,3.379922,0.0,0.006198,0.031051,0.814716,0.884512,3.110222,440.215894,59.775695,1.773795,812.696709,2.810097,2.705654,0.068781,2.207955,1,1,1,coding
24.312211,52.186373,25.808077,25.635114,0.941694,0.782293,0.003728,0.013648,1.094984,0.960422,5.743846,440.09994,79.329459,1.065965,618.545182,6.727706,5.059709,0.071416,2.128432,1,1,1,coding
15.564985,27.806694,4.498962,19.29103,0.22744,0.0,0.091723,0.782586,0.04618,1.558368,1.134711,423.898624,43.507829,0.458806,332.517793,2.303836,0.671494,0.0,0.076412,0,1,0,video_call
8.235877,21.526083,19.882514,22.618215,-0.3,0.0,0.029359,0.033866,4.002723,0.389739,2.08618,435.022183,46.623194,0.14149,141.739437,4.881053,0.32757,0.0,0.217528,0,1,0,browsing
5.916401,23.332165,35.379748,28.824746,1.749909,0.516973,0.056698,0.022677,3.957324,0.60757,2.046594,427.861586,49.568337,0.244283,236.173959,4.231891,0.361675,0.0,0.069988,0,1,0,browsing
0.2,3.449551,0.081019,13.686017,-0.071327,0.0,0.001028,0.024424,0.0643,1.263873,0.392611,404.265401,36.964681,0.013993,32.658591,3.949248,0.0,0.0,0.069929,0,0,0,idle
28.498572,52.686552,15.221067,25.476292,1.736797,0.745733,0.007736,0.022929,1.567709,0.766926,6.534117,448.580256,69.462335,1.805441,743.259103,6.954933,3.205084,0.016978,3.522446,1,1,1,coding
