cpu_mean,cpu_max,cpu_variance,ram_mean,ram_growth_rate,network_mean,disk_io_mean,process_count_mean,thread_count_mean,vscode_active,browser_active,compiler_active,workload_label
33.1144,43.6658,12.4957,53.2374,-0.2594,0.1481,1.0133,96,5.81,0,1,0,Video Call
75.2387,92.0847,1.9013,71.2485,-0.057,-0.2422,0.6387,98,12.6465,0,0,0,Gaming
34.1806,61.3184,11.0496,54.3129,0.0588,0.1429,0.9468,97,6.5364,0,1,0,Video Call
17.3402,47.1508,65.8025,40.5539,0.4829,0.2063,1.0021,104,5.5041,0,1,0,Browsing
15.1216,37.0443,16.9618,31.2321,0.7242,-0.3507,0.7047,104,4.8911,1,1,0,Coding
2.4472,5.2435,0.3052,16.6745,-0.0172,0.0774,0.235,63,1.753,0,0,0,Idle
18.186,47.353,16.5612,33.6377,0.5209,-0.4149,0.6358,102,4.4772,1,1,0,Coding
31.6132,54.1769,7.0194,47.8025,0.1181,0.1561,0.5068,107,9.4671,0,1,0,Video Call
26.5582,49.2682,21.039,33.4131,0.321,0.3637,0.9717,95,4.1114,1,1,0,Coding
89.249,97.7114,4.6631,66.0872,6.6425,-0.106,0.3364,156,16.1819,1,0,1,Compiling
18.6284,46.7519,19.9506,33.8305,-0.3271,-0.0245,0.9245,108,5.313,1,1,0,Coding
87.9704,97.7338,4.3214,67.1369,4.9099,-0.0215,0.4638,156,20.3734,1,0,1,Compiling
79.6698,89.3859,2.2842,80.7237,-0.1282,0.0632,0.3224,96,13.4386,0,0,0,Gaming
3.2323,6.4197,0.3081,19.0159,0.2787,-0.0335,1.1842,59,2.7886,0,0,0,Idle
2.9592,8.0199,0.6906,12.8119,-0.0688,-0.055,2.1919,63,1.878,0,0,0,Idle
2.3817,5.3411,0.3888,14.2102,-0.6947,0.053,1.3713,61,1.7904,0,0,0,Idle
40.0516,60.8754,11.6939,50.9933,-0.0188,0.3774,1.1461,100,8.512,0,1,0,Video Call
2.2477,5.9473,0.4558,12.2884,0.074,-0.0782,1.8508,61,2.7529,0,0,0,Idle
18.9391,39.9211,22.4592,41.724,-0.8682,-0.0116,0.8975,107,4.9847,1,1,0,Coding
9.9431,52.7806,57.6241,43.0692,0.6672,0.9205,1.0044,121,6.4847,0,1,0,Browsing
95.7817,100.0,3.5508,55.4915,3.3033,0.312,0.284,155,17.6776,1,0,1,Compiling
13.6178,55.1988,41.6662,47.1236,2.1412,0.6675,1.1573,101,5.2259,0,1,0,Browsing
24.5449,60.764,12.0144,43.645,-0.0103,-0.2364,1.0291,101,7.9503,0,1,0,Video Call
33.1861,65.6851,12.5956,49.3318,-0.4283,0.0531,1.2388,104,8.3499,0,1,0,Video Call
72.5631,93.5166,2.41,79.0079,-0.3944,0.053,0.2411,91,11.5958,0,0,0,Gaming
95.0771,97.0603,6.1269,58.7951,2.8849,0.1602,0.1944,151,15.7638,1,0,1,Compiling
34.4575,61.9768,9.3851,46.481,0.1801,0.5688,1.4408,95,6.3855,0,1,0,Video Call
65.6753,93.8485,0.7481,74.7885,-0.354,-0.0503,0.5463,96,12.8672,0,0,0,Gaming
12.038,52.9583,47.6618,37.9674,0.7452,0.1294,1.2561,106,4.9552,0,1,0,Browsing
82.6505,97.7808,3.3833,74.5636,5.0099,0.1204,0.2203,147,9.3275,1,0,1,Compiling
19.4866,46.1186,15.8742,36.068,1.0897,-0.0246,0.8971,97,7.3015,1,1,0,Coding
19.3841,59.0639,19.6743,30.961,-0.1861,-0.1689,0.7143,97,4.374,1,1,0,Coding
70.7815,86.4924,2.9732,73.6404,-0.5649,0.3013,0.7327,91,9.5053,0,0,0,Gaming
77.5613,89.7264,2.7433,69.2279,0.2503,-0.3172,0.6513,94,14.3219,0,0,0,Gaming
1.8462,7.1109,0.5092,16.9404,0.1216,-0.0913,1.8889,63,1.4745,0,0,0,Idle
2.048,8.2627,0.4013,16.2047,-0.3507,-0.0094,2.4188,65,1.0607,0,0,0,Idle
14.5507,57.9242,56.1058,48.6402,-0.4499,0.5614,1.308,111,3.4941,0,1,0,Browsing
15.695,50.6103,17.3879,33.9976,1.0279,-0.4173,0.9873,106,5.8522,1,1,0,Coding
80.5257,90.9348,2.7233,80.063,0.2078,0.0386,0.5865,100,14.9238,0,0,0,Gaming
21.3741,37.2678,15.776,30.8038,0.1257,0.0721,0.6758,111,5.9184,1,1,0,Coding
1.205,7.754,0.3377,17.6089,-0.345,-0.158,1.975,55,1.6819,0,0,0,Idle
20.3361,60.4088,61.2036,38.8396,-0.1522,1.0619,0.8997,111,5.9317,0,1,0,Browsing
94.0392,97.6533,4.6221,75.5241,3.3522,-0.002,0.4559,168,19.5165,1,0,1,Compiling
37.5429,59.9884,12.6226,56.0883,0.7391,0.1222,1.3743,96,7.0393,0,1,0,Video Call
2.467,7.7936,0.5837,17.0163,-0.2892,-0.0345,1.8688,60,2.5629,0,0,0,Idle
2.6079,6.1258,0.6864,14.2276,0.0675,-0.1325,1.7627,59,2.2044,0,0,0,Idle
79.1795,86.8435,1.605,75.8658,0.3653,-0.2311,0.5518,89,9.7925,0,0,0,Gaming
96.1602,98.8099,3.114,65.605,3.7323,-0.0156,0.359,143,22.6718,1,0,1,Compiling
93.8874,99.8952,4.1993,67.5244,3.5772,-0.0824,0.0897,129,13.2582,1,0,1,Compiling
25.1352,44.1166,17.5888,33.5884,-0.2606,0.1532,1.0034,111,8.3534,1,1,0,Coding
2.7737,8.0114,0.5708,15.06,0.4201,-0.0548,1.3533,62,2.2654,0,0,0,Idle
15.2909,69.0363,55.9967,43.432,0.8438,0.3156,1.0514,134,5.053,0,1,0,Browsing
77.108,92.2696,2.3026,74.5959,-0.4682,-0.0931,0.2763,95,11.3549,0,0,0,Gaming
38.9104,60.1223,7.8874,49.6011,-0.0548,0.3788,1.1495,93,6.0013,0,1,0,Video Call
19.0997,54.2222,66.3475,37.2406,1.8886,-0.167,1.0025,123,6.6773,0,1,0,Browsing
15.9354,63.1888,29.6671,46.2082,1.273,0.6393,0.7388,112,4.5337,0,1,0,Browsing
72.9996,89.0181,1.3374,68.5929,0.4176,-0.1391,0.5434,100,11.3736,0,0,0,Gaming
76.4739,87.8091,2.8296,68.6272,0.3526,-0.1408,0.6208,98,10.6622,0,0,0,Gaming
49.7445,59.5361,10.3779,47.9721,-0.2238,0.2929,1.6296,99,6.5098,0,1,0,Video Call
25.3785,46.4168,22.2231,39.0569,0.0863,0.193,0.847,102,5.1708,1,1,0,Coding
25.1768,67.1994,7.8716,44.4508,0.3226,0.0786,1.0335,99,6.1061,0,1,0,Video Call
89.6674,98.186,4.554,55.3383,4.1183,0.0349,0.4783,158,15.5667,1,0,1,Compiling
40.4683,61.3348,9.8832,54.0511,0.2238,0.2047,1.4534,104,8.5206,0,1,0,Video Call
14.9375,73.072,46.6262,40.075,2.5658,0.0749,0.5851,104,5.8523,0,1,0,Browsing
2.7635,7.3651,0.4557,16.4997,-0.0076,0.0028,1.2474,58,2.0383,0,0,0,Idle
2.1431,7.5577,0.8434,15.0765,-0.1523,-0.0591,1.4721,56,1.9374,0,0,0,Idle
15.4964,61.5824,48.358,43.256,-0.3401,0.6852,0.9254,110,4.5383,0,1,0,Browsing
87.7678,98.6413,3.2517,68.2623,5.3739,0.0638,0.3973,158,17.8255,1,0,1,Compiling
75.6436,91.1731,1.4259,75.273,0.3569,0.1306,0.6137,93,10.7688,0,0,0,Gaming
21.7082,49.6741,23.2429,33.5144,0.6553,0.3855,0.959,103,5.5514,1,1,0,Coding
23.3921,45.9016,18.6337,34.1007,1.2802,0.5833,0.6417,107,5.2411,1,1,0,Coding
38.9483,56.2141,9.3744,50.5475,0.1613,-0.0478,1.7344,99,6.0191,0,1,0,Video Call
66.7596,88.6664,2.2642,76.197,-0.2318,-0.2085,0.789,91,13.8962,0,0,0,Gaming
68.8799,94.978,2.2238,71.5363,-0.728,-0.2217,0.5508,91,11.9833,0,0,0,Gaming
87.947,99.8775,4.5446,66.217,5.7584,0.2749,0.4444,133,17.7483,1,0,1,Compiling
18.4248,41.0218,18.4826,32.3785,1.1676,0.3837,0.9328,101,5.7068,1,1,0,Coding
70.7402,91.5806,1.8231,66.3534,0.1947,0.0818,0.6257,99,14.7819,0,0,0,Gaming
33.9419,51.6946,10.0734,46.6745,0.6416,0.5259,1.0438,97,7.5281,0,1,0,Video Call
87.9925,97.9015,2.8058,59.8021,3.4899,-0.0139,0.0717,155,21.2939,1,0,1,Compiling
89.3944,98.6368,4.6383,66.9698,1.9555,-0.1123,0.2917,162,16.8377,1,0,1,Compiling
36.0678,62.6977,12.3844,49.8677,0.9272,0.3041,1.3657,101,9.6587,0,1,0,Video Call
18.0141,37.4027,17.9291,34.9416,0.5603,0.1681,0.8568,98,6.5741,1,1,0,Coding
40.6791,53.9764,11.4754,50.8124,-0.0174,0.0741,1.0849,99,7.1244,0,1,0,Video Call
92.5666,97.8754,4.5874,72.1126,3.2568,-0.0316,0.4043,154,18.5453,1,0,1,Compiling
24.3927,46.9338,17.248,37.907,1.6165,-0.0673,0.9288,106,5.5949,1,1,0,Coding
39.0089,57.7823,8.9521,41.6518,-0.0087,0.1073,1.08,103,7.5546,0,1,0,Video Call
34.046,57.7374,9.4624,44.3605,-0.1901,-0.3882,1.2638,108,4.8854,0,1,0,Video Call
95.1077,97.1693,3.273,73.3806,5.0104,-0.1405,0.2307,155,20.1959,1,0,1,Compiling
17.4435,53.9076,25.7062,34.3715,0.5464,0.0041,0.7513,107,5.8405,1,1,0,Coding
69.8327,91.8344,1.5445,78.4147,-0.0844,0.4095,0.2474,95,10.7564,0,0,0,Gaming
15.3673,57.0823,46.6744,39.8346,1.5839,-0.265,1.4277,115,5.394,0,1,0,Browsing
17.1203,62.2016,46.5915,39.0694,1.1339,0.4037,1.2922,105,5.458,0,1,0,Browsing
2.3479,8.9038,0.6294,12.6517,0.4082,-0.106,0.6072,63,2.5345,0,0,0,Idle
20.9889,50.8619,20.0482,39.3284,-0.2961,-0.1378,0.9049,104,5.1365,1,1,0,Coding
80.3753,88.5971,1.5903,80.4551,-0.1345,0.0133,0.6183,92,14.2926,0,0,0,Gaming
68.5627,89.0874,2.9659,71.9253,-0.3538,-0.0277,0.4317,93,13.3047,0,0,0,Gaming
3.0084,6.8759,0.6501,16.359,0.142,-0.1032,1.8679,60,3.0011,0,0,0,Idle
16.3128,59.4734,43.7528,45.6277,0.9613,-0.1743,0.5806,119,7.0789,0,1,0,Browsing
39.1967,59.217,10.49,52.5086,-0.8259,0.2688,1.3516,97,7.1541,0,1,0,Video Call
77.9075,90.8968,1.5666,75.3153,0.4562,-0.3832,0.6404,89,12.3519,0,0,0,Gaming
92.8091,97.9197,4.975,58.8422,3.5662,-0.2183,0.3145,154,19.2935,1,0,1,Compiling
74.7344,85.281,2.0314,79.5407,-0.0307,0.1192,0.6149,89,14.5747,0,0,0,Gaming
89.1726,98.7622,3.2466,68.4784,6.6522,-0.1357,0.5155,147,13.7203,1,0,1,Compiling
2.9687,7.8405,0.9015,14.8176,0.2705,0.1654,0.9264,57,2.1357,0,0,0,Idle
21.7762,40.0344,16.6091,36.0475,0.3641,0.4018,0.9547,112,5.8058,1,1,0,Coding
89.6076,97.3397,3.8383,72.4141,6.2566,-0.0222,0.2325,133,17.901,1,0,1,Compiling
89.7116,96.7355,5.613,67.7409,4.2875,-0.1497,0.2512,152,11.0817,1,0,1,Compiling
27.978,66.437,7.1332,41.3254,-0.2564,0.1586,0.918,96,6.3281,0,1,0,Video Call
22.9532,66.6925,11.2015,51.577,-0.0863,-0.1183,1.4597,99,6.7522,0,1,0,Video Call
28.1472,62.5796,8.3192,49.086,0.2133,-0.3019,1.5263,110,7.6671,0,1,0,Video Call
96.7561,98.5941,4.0682,61.7819,5.4305,0.1272,0.0788,140,13.0074,1,0,1,Compiling
14.5557,44.6186,70.5479,54.387,1.7993,0.4471,1.1693,128,5.2224,0,1,0,Browsing
13.68,62.3968,47.992,42.7455,0.5828,0.1022,1.4541,127,6.762,0,1,0,Browsing
33.6636,57.1866,8.7986,41.8315,0.0399,-0.1028,1.1611,101,4.1907,0,1,0,Video Call
11.3507,56.4442,44.0927,47.3298,0.1735,0.3001,0.7408,112,6.003,0,1,0,Browsing
18.0716,65.8887,34.7169,48.3164,0.4455,0.6581,0.6738,122,4.964,0,1,0,Browsing
68.2591,91.1977,1.5868,75.8075,0.0713,-0.1094,0.7877,92,13.0516,0,0,0,Gaming
18.7103,46.394,14.4593,29.638,0.7804,1.0582,0.9744,100,5.3823,1,1,0,Coding
93.3232,98.1118,3.0563,63.754,2.6582,-0.0936,0.2146,154,18.1847,1,0,1,Compiling
70.2675,92.784,1.3949,67.3532,0.0877,-0.1458,0.5774,88,14.2461,0,0,0,Gaming
19.1162,46.4871,21.2847,40.9326,-0.5863,0.7967,1.0049,105,5.07,1,1,0,Coding
9.5666,59.3534,30.6728,47.6433,0.7399,0.5557,0.8371,119,3.8783,0,1,0,Browsing
2.3927,8.2471,0.3011,12.9894,0.3403,0.0199,0.509,60,1.909,0,0,0,Idle
19.7873,56.9234,51.4128,43.3311,0.6166,0.9568,0.9596,123,5.9733,0,1,0,Browsing
23.2118,42.1143,17.557,32.8514,1.5665,-0.1914,0.9328,108,6.3762,1,1,0,Coding
67.6235,92.4234,2.0972,77.3575,-0.5861,0.0607,0.4717,91,13.2479,0,0,0,Gaming
36.9021,62.5222,10.504,54.915,0.1725,-0.1382,1.2286,102,8.612,0,1,0,Video Call
24.4065,49.898,18.1182,37.0655,0.515,-0.3404,0.9808,108,5.3739,1,1,0,Coding
2.4636,6.6261,0.8348,16.6646,0.4449,-0.1695,1.5445,64,2.3627,0,0,0,Idle
3.1032,6.7321,0.481,15.9009,0.0741,0.0675,1.529,60,1.6088,0,0,0,Idle
40.4518,57.0939,10.7536,46.1456,-0.0238,0.2533,1.1806,101,6.5988,0,1,0,Video Call
21.0464,46.0268,16.3135,35.8399,-0.0516,-0.1284,0.9598,98,4.8555,1,1,0,Coding
38.5445,53.5401,7.4822,46.6327,-0.0528,0.0917,1.3423,100,5.236,0,1,0,Video Call
14.3679,59.2184,60.0839,48.593,0.2747,0.3899,1.0066,117,4.3702,0,1,0,Browsing
11.911,45.1733,19.2059,34.5944,0.0734,0.0602,0.6525,107,6.1773,1,1,0,Coding
3.1605,8.8533,0.5217,12.1302,0.1257,-0.0621,1.0317,63,0.9337,0,0,0,Idle
15.9018,66.5822,39.9222,42.2483,1.5195,0.7612,0.9221,114,5.3224,0,1,0,Browsing
67.0486,91.8094,2.1771,74.2094,0.1598,0.0893,0.5758,93,16.268,0,0,0,Gaming
17.2286,47.9481,19.6476,36.1142,0.4934,0.089,0.5363,96,4.6936,1,1,0,Coding
39.2695,61.6029,9.38,42.7643,0.233,0.0102,1.4009,97,4.373,0,1,0,Video Call
88.8608,98.3393,4.8126,67.9732,4.94,-0.1326,0.1994,140,14.8758,1,0,1,Compiling
92.5643,98.2414,3.7126,50.2688,4.5033,-0.1034,0.2696,150,11.2602,1,0,1,Compiling
19.6422,44.4693,14.8799,40.2038,0.2807,0.0804,0.852,112,4.7249,1,1,0,Coding
43.137,60.9703,11.5156,44.8692,-0.0227,-0.3426,1.1063,107,6.4257,0,1,0,Video Call
16.8927,45.2662,16.1133,39.6449,0.5909,0.3559,0.6008,108,7.9896,1,1,0,Coding
35.9316,53.9587,10.8831,48.5793,-0.4097,0.1383,1.1386,99,4.7869,0,1,0,Video Call
16.6617,56.1789,52.1333,39.2299,1.565,1.139,1.1659,114,4.2254,0,1,0,Browsing
15.1662,55.7628,39.2857,39.0214,0.4888,1.1262,1.274,115,4.9555,0,1,0,Browsing
15.3615,52.411,42.478,43.0136,2.0731,0.034,1.1631,117,7.783,0,1,0,Browsing
23.0327,42.8255,11.1599,32.4232,0.8217,0.2776,1.0345,99,5.6994,1,1,0,Coding
1.966,5.2564,0.6801,12.5632,0.0603,0.0652,1.8011,61,1.3996,0,0,0,Idle
88.9978,98.4287,4.8662,61.8064,5.9784,-0.1256,0.1451,156,16.8141,1,0,1,Compiling
34.1661,63.5796,11.9022,46.0064,-0.1307,-0.213,1.0295,96,7.2485,0,1,0,Video Call
46.1349,47.3749,10.6776,54.3592,-0.5079,0.1693,0.7398,103,7.2871,0,1,0,Video Call
11.023,62.2733,45.4271,43.7549,0.9431,1.2977,0.8655,110,4.5494,0,1,0,Browsing
87.5664,97.3083,1.4786,68.6604,5.4338,-0.1194,0.4154,148,15.675,1,0,1,Compiling
26.2145,48.3097,14.9366,34.7355,0.65,0.1808,0.8281,109,6.1584,1,1,0,Coding
21.3095,43.1021,18.7901,38.3042,0.4736,-0.6203,0.4643,114,4.6769,1,1,0,Coding
2.1206,9.68,0.4681,13.3401,-0.1119,0.0954,1.2261,61,2.3639,0,0,0,Idle
88.618,97.0858,4.4128,64.4892,4.9781,0.0816,0.4282,143,13.4427,1,0,1,Compiling
14.434,42.6528,13.8381,33.177,0.3313,0.0561,0.8508,106,5.4215,1,1,0,Coding
13.2795,38.5618,41.4018,45.8915,1.2089,0.3123,1.4825,94,4.4398,0,1,0,Browsing
30.1974,54.029,9.3287,53.5027,0.4149,0.267,0.7183,94,7.4292,0,1,0,Video Call
97.388,98.5477,3.4732,66.4109,3.4362,-0.2591,0.2595,151,16.4576,1,0,1,Compiling
2.6012,3.8425,0.9005,14.666,0.5229,-0.1007,1.617,69,1.5651,0,0,0,Idle
24.5785,64.0042,8.9358,50.6654,-0.7915,0.164,0.8526,106,7.5515,0,1,0,Video Call
72.401,91.7064,1.3965,76.1296,0.0275,-0.1932,0.8503,95,16.0308,0,0,0,Gaming
37.7802,57.3385,8.0743,52.8842,-0.1275,-0.1289,1.2386,106,8.4082,0,1,0,Video Call
87.0313,98.7757,4.2667,69.1867,3.7418,0.032,0.399,146,15.8578,1,0,1,Compiling
89.2197,97.4918,2.786,74.9595,3.8801,-0.0534,0.362,135,16.0912,1,0,1,Compiling
72.9621,92.6019,1.3367,72.064,0.8226,-0.1441,0.7194,95,9.1326,0,0,0,Gaming
87.0369,97.9578,3.2518,65.2733,4.7723,0.075,0.2339,156,19.5388,1,0,1,Compiling
38.551,52.2475,12.5343,54.6688,-0.1977,0.0558,0.8491,98,6.8962,0,1,0,Video Call
86.4549,98.9659,3.3062,57.417,6.6431,0.1455,0.2711,162,17.6415,1,0,1,Compiling
25.9368,47.8586,13.6643,33.1033,0.4954,0.5008,0.7875,103,4.9601,1,1,0,Coding
87.0334,98.2806,3.251,70.0069,1.6319,-0.037,0.3471,154,15.3144,1,0,1,Compiling
38.6287,62.8822,11.2169,52.9121,0.3731,0.0031,0.8867,101,7.468,0,1,0,Video Call
9.6641,47.5399,40.5795,44.0921,1.2888,0.0415,0.4138,111,5.7812,0,1,0,Browsing
73.7893,87.7024,2.1539,73.3158,0.1594,-0.1052,0.5883,94,12.6777,0,0,0,Gaming
17.3307,52.7022,53.7051,47.7017,1.2037,0.9049,1.3591,116,4.7743,0,1,0,Browsing
2.594,5.6437,0.3267,15.8371,-0.2739,-0.0034,1.9355,55,3.0029,0,0,0,Idle
88.0235,99.1747,4.8215,74.572,6.9228,-0.1122,0.304,149,19.5049,1,0,1,Compiling
2.1141,6.6982,0.0029,16.7951,-0.0605,-0.0591,1.038,58,1.5766,0,0,0,Idle
80.9106,88.7462,2.0791,70.5411,-0.0517,-0.005,0.6487,88,10.2194,0,0,0,Gaming
29.6166,57.8429,10.8216,52.4179,-0.3727,0.2081,1.3032,101,8.4588,0,1,0,Video Call
2.2333,9.8166,0.1056,15.7386,-0.6238,-0.1205,2.2568,63,0.9947,0,0,0,Idle
14.5275,49.3192,40.9808,49.1831,1.2536,0.5246,1.1079,117,4.8249,0,1,0,Browsing
2.2139,8.2824,0.3289,16.5462,-0.0642,-0.0175,1.4646,62,1.4033,0,0,0,Idle
2.5599,6.1303,0.2776,11.3506,-0.1113,0.0014,1.8687,59,3.1619,0,0,0,Idle
92.8907,98.4325,3.727,66.346,8.0803,0.1235,0.2851,155,17.4955,1,0,1,Compiling
2.4987,7.6966,0.5144,10.5864,0.3861,0.1772,2.1335,62,2.336,0,0,0,Idle
43.1853,57.0906,11.4756,47.2608,-0.0835,0.3385,1.1172,99,8.2069,0,1,0,Video Call
35.5274,56.7708,12.0411,58.2918,-0.1409,0.1237,1.1676,100,5.6537,0,1,0,Video Call
19.366,57.4939,52.1526,42.1968,-0.6954,0.4127,1.0365,123,5.2066,0,1,0,Browsing
10.8674,42.8977,24.01,31.1461,-0.0516,0.0776,0.9727,108,4.9563,1,1,0,Coding
27.21,44.5805,16.6947,40.2711,1.016,0.0417,0.8872,103,5.1378,1,1,0,Coding
16.0996,49.8411,51.8242,41.4569,0.4675,0.2547,1.4435,121,5.8042,0,1,0,Browsing
89.3021,99.0286,4.7355,57.7226,2.1364,-0.0417,0.3746,148,17.0296,1,0,1,Compiling
32.729,58.6451,9.7877,48.8336,-0.1711,-0.2739,1.1519,99,9.1706,0,1,0,Video Call
9.078,60.2813,48.0629,46.8639,0.3253,1.3292,0.8492,119,4.6627,0,1,0,Browsing
89.9004,95.9063,4.3472,58.7584,5.346,-0.0015,0.2655,132,18.3842,1,0,1,Compiling
10.5976,62.0381,68.3463,36.8551,0.7675,1.5217,1.1705,128,6.4634,0,1,0,Browsing
37.9859,52.8808,8.6022,40.5549,-0.3438,0.0446,0.8009,105,5.0887,0,1,0,Video Call
77.5228,89.744,2.6849,79.3374,0.0528,-0.028,0.6676,100,12.6871,0,0,0,Gaming
3.3145,5.9188,0.485,16.0086,-0.1304,-0.0875,2.2331,59,2.867,0,0,0,Idle
2.2545,6.7564,0.4195,17.3349,-0.1823,-0.001,1.7161,59,1.5668,0,0,0,Idle
1.5678,6.6222,0.5795,13.6535,-0.1783,-0.017,1.283,58,1.4579,0,0,0,Idle
14.9067,42.1161,18.473,38.0051,1.0869,0.0572,0.9082,107,7.1281,1,1,0,Coding
81.6696,90.4441,2.3891,75.0547,0.0076,0.184,0.497,98,10.0544,0,0,0,Gaming
30.3428,57.3304,6.2042,46.1709,0.2821,-0.3256,0.9763,107,5.9456,0,1,0,Video Call
18.0471,68.1365,39.9192,37.6489,0.9643,0.9233,0.88,125,5.2378,0,1,0,Browsing
2.6058,7.9497,0.4802,17.4259,0.1399,0.1488,1.4681,61,1.6589,0,0,0,Idle
89.1858,97.3906,4.8366,69.7862,4.7332,0.0602,0.1715,144,14.2066,1,0,1,Compiling
74.64,94.4499,2.1851,75.0053,0.1489,-0.1218,0.5265,95,6.9732,0,0,0,Gaming
91.0432,97.4315,3.8935,65.0461,5.584,-0.2684,0.4426,140,18.8336,1,0,1,Compiling
73.7089,88.6586,2.4388,67.7336,-0.4849,0.1928,0.7857,94,12.6194,0,0,0,Gaming
18.7095,56.3927,20.208,49.5427,1.7106,0.2746,1.0937,117,4.0149,0,1,0,Browsing
22.2085,44.053,17.0595,30.0026,0.4549,-0.1192,0.6114,99,5.5099,1,1,0,Coding
2.8391,8.6694,0.885,14.1374,-0.2713,-0.1203,1.4509,63,2.8636,0,0,0,Idle
24.8126,41.9059,21.5708,33.1118,-0.4073,-0.1405,0.8574,111,6.8013,1,1,0,Coding
11.0303,64.5111,62.0767,45.1541,0.6422,0.3161,0.7948,102,4.3853,0,1,0,Browsing
3.068,7.6373,0.3287,15.2569,-0.0785,-0.0244,1.0066,61,1.9851,0,0,0,Idle
39.1524,58.8703,8.0184,50.1635,0.1454,0.2909,1.211,92,5.866,0,1,0,Video Call
15.5643,52.2458,30.5921,53.0945,0.6374,0.6046,1.5187,108,5.4252,0,1,0,Browsing
1.3877,7.2454,0.2234,14.2501,0.0734,0.0095,2.0503,54,1.5821,0,0,0,Idle
18.6253,46.0882,16.1825,33.6777,-0.1648,-0.0223,0.4506,102,6.04,1,1,0,Coding
92.1421,99.1612,5.6551,60.5841,4.9935,0.0084,0.1511,167,17.6167,1,0,1,Compiling
90.3092,97.6072,4.4039,72.0507,4.5867,0.1085,0.2338,154,16.8497,1,0,1,Compiling
25.4685,60.8238,9.7907,45.6442,0.5016,0.2116,1.6293,107,8.4971,0,1,0,Video Call
14.2596,61.6264,47.7212,38.4663,2.5559,0.1819,0.6365,122,5.3376,0,1,0,Browsing
66.4979,88.4882,2.5154,80.0768,-0.1002,0.0852,0.8444,99,8.6603,0,0,0,Gaming
88.7231,99.1714,2.6279,69.3702,5.1345,-0.1317,0.2555,139,17.9723,1,0,1,Compiling
2.5405,5.7082,0.2481,14.2367,0.2605,0.0818,1.98,60,2.9823,0,0,0,Idle
2.5917,7.9837,0.6731,15.6774,-0.0724,0.122,1.2213,64,1.9035,0,0,0,Idle
34.9248,60.6208,7.8873,57.6925,0.1265,-0.1314,0.9886,107,6.6066,0,1,0,Video Call
86.9879,98.9126,2.5021,60.2244,7.5103,-0.0559,0.4257,161,14.1271,1,0,1,Compiling
27.8403,36.8041,13.5568,31.3766,0.9865,-0.1688,0.4962,109,4.7599,1,1,0,Coding
29.2994,63.809,11.596,49.4133,-0.0492,-0.0339,1.4467,107,8.4529,0,1,0,Video Call
85.7563,96.43,4.3209,62.6196,10.5789,-0.1849,0.4534,141,16.944,1,0,1,Compiling
39.2031,52.8657,10.8521,42.9032,-0.4264,0.0639,1.6413,93,6.3489,0,1,0,Video Call
16.3769,41.0138,63.3856,44.3129,3.0269,0.2541,1.3443,119,3.0037,0,1,0,Browsing
15.2495,61.8956,53.6268,43.7134,-0.1128,0.3411,0.9127,121,4.2292,0,1,0,Browsing
39.6897,61.2907,9.2095,53.3311,-0.4308,0.024,1.0714,99,7.2001,0,1,0,Video Call
2.2258,6.6005,0.4199,15.7449,-0.1104,0.1106,1.8939,61,1.4939,0,0,0,Idle
39.1249,52.0715,11.9574,43.739,0.2578,0.0973,1.3837,97,6.7751,0,1,0,Video Call
38.2966,58.0655,5.6131,49.4182,0.6206,-0.2865,1.321,109,8.9957,0,1,0,Video Call
23.452,57.4572,12.6982,48.9881,0.1399,0.0403,1.1131,106,7.6696,0,1,0,Video Call
18.6188,44.668,17.4179,34.5363,0.8174,-0.0212,0.9208,107,7.6503,1,1,0,Coding
20.3052,45.714,48.2634,47.4868,2.0465,0.1683,1.1327,115,4.0279,0,1,0,Browsing
14.0558,55.5381,46.5018,43.0532,1.1175,1.1718,1.2495,114,4.2098,0,1,0,Browsing
83.3687,92.1138,1.5176,68.3583,-0.4314,0.125,0.5698,103,12.9185,0,0,0,Gaming
94.3091,97.7097,1.0045,66.4796,7.3467,-0.1847,0.2371,157,18.4371,1,0,1,Compiling
85.5209,98.4984,4.0338,64.1277,5.8628,-0.117,0.2184,146,14.8621,1,0,1,Compiling
2.645,4.848,0.3231,19.228,-0.2527,-0.0426,1.4292,59,2.6034,0,0,0,Idle
17.9673,49.7358,17.4192,40.2142,0.4196,-0.2063,0.7509,110,4.9212,1,1,0,Coding
85.4137,99.1205,3.9844,69.8323,3.4195,0.1924,0.2176,175,20.6551,1,0,1,Compiling
13.5396,46.1045,17.6932,39.5652,0.9158,-0.3765,0.8656,110,6.3486,1,1,0,Coding
75.6387,87.115,2.1005,74.7523,-0.1955,-0.1008,0.5144,99,12.564,0,0,0,Gaming
13.1189,57.8083,58.0591,33.5437,1.5322,0.4177,1.1111,100,3.7497,0,1,0,Browsing
2.0318,5.9216,0.5773,15.9223,0.3813,0.0669,1.5616,62,1.4849,0,0,0,Idle
1.6653,6.1106,0.6735,13.6697,0.16,-0.1351,1.3025,63,2.1043,0,0,0,Idle
76.8363,88.0447,2.5377,73.8149,0.1429,0.1351,0.9891,102,15.5979,0,0,0,Gaming
44.717,56.4669,10.0381,51.2833,-0.0222,0.3103,1.4092,101,8.1169,0,1,0,Video Call
2.3122,4.7641,0.5514,14.3279,0.2451,-0.0202,1.4148,63,1.7676,0,0,0,Idle
