cpu_mean,cpu_max,cpu_variance,ram_mean,ram_growth_rate,swap_percent,network_mean,network_symmetry,net_variance,udp_tcp_ratio,disk_io_mean,process_count_mean,thread_count_mean,load_avg,ctx_switches_per_core,cpu_user_system_ratio,psi_cpu_some,psi_mem_some,psi_io_some,vscode_active,browser_active,compiler_active,cluster_id,workload_label
10.8659,27.4662,8.3176,57.1775,5.6941,11.6011,0.0014,0.0125,0.1101,0.0451,5.0463,477,191.4603,1.4577,2175.0194,6.1338,21.8901,1.4737,14.0574,1,0,1,2,Compiling
10.4367,23.003,19.7476,50.4147,0.3609,3.6177,0.0061,0.0284,2.7046,0.1432,0.4174,497,190.9383,0.2585,422.1112,3.578,0.1798,0.0059,0.66,1,0,0,5,Coding
8.6264,20.5761,24.6983,32.209,6.5634,7.034,0.0433,0.0203,2.9066,0.1833,0.3749,485,164.8976,0.231,426.5796,3.7312,0.8411,0.4343,0.8446,0,1,0,1,Browsing
24.279,29.1657,26.2388,47.5665,1.6783,5.5638,0.0398,0.0285,3.3701,0.1724,1.4588,445,104.8023,0.3855,521.4766,4.4241,0.6508,0.3213,1.0608,0,1,0,1,Browsing
20.6094,38.824,15.9205,37.8223,0.8211,6.9264,0.0039,0.0168,1.7792,0.0233,1.9006,433,110.2628,0.3734,523.159,3.082,0.3954,0.0,0.5173,1,1,0,5,Coding
15.1363,29.8922,13.0899,44.9981,0.9622,7.3516,0.0985,0.8408,0.0745,1.0207,1.9744,478,151.6829,0.2328,708.0377,2.3341,1.9232,0.0883,0.1911,0,1,0,0,Video_Call
18.1934,29.947,8.3886,48.0952,0.451,7.3644,0.0698,0.8074,0.0658,0.7701,0.7527,444,118.0864,0.4301,907.9113,1.7895,1.0191,0.0534,0.218,0,1,0,0,Video_Call
90.2601,100.0,6.8583,52.1473,5.1505,13.6136,0.0052,0.0081,0.0666,0.0659,3.1608,426,96.2091,1.9867,1805.2412,8.1947,14.5896,2.291,11.729,1,0,1,2,Compiling
35.2156,47.0039,2.7929,64.4334,0.0307,7.7579,0.0374,0.2233,0.1898,0.3484,2.1226,480,165.562,0.1947,1435.4273,4.3671,6.7667,0.4703,0.6276,0,0,0,3,Gaming
5.7109,22.816,15.425,42.7763,1.3297,6.1867,0.0996,0.824,0.0838,0.5878,1.2756,464,150.9952,0.0,830.5329,2.384,1.3089,0.1178,0.1721,0,1,0,0,Video_Call
50.6926,60.9611,6.0001,44.7497,4.8308,9.5407,0.0039,0.0165,0.0308,0.0508,2.1433,457,126.1812,1.4666,2100.4486,6.0314,16.3565,2.8934,16.0618,1,0,1,2,Compiling
24.6059,29.71,22.2587,40.383,2.7325,10.2868,0.0268,0.0284,3.8623,0.1389,1.6761,449,98.8941,0.3398,456.5069,4.5005,0.9898,0.317,0.8813,0,1,0,1,Browsing
11.5321,19.3848,9.2496,36.3924,0.3131,9.3781,0.1293,0.7696,0.0876,0.7541,0.7366,469,152.2731,0.2467,788.0556,2.1211,0.8478,0.0143,0.1788,0,1,0,0,Video_Call
22.9662,37.8995,14.7134,42.8512,0.2425,5.6067,0.0508,0.6282,0.0833,0.8298,0.8404,417,52.9228,0.5113,717.3605,1.9624,1.0658,0.1281,0.146,0,1,0,0,Video_Call
2.1354,5.02,0.851,28.5417,-0.5043,4.7321,0.0034,0.0241,0.1577,0.111,0.3675,413,64.1559,0.7405,119.1009,3.765,0.1056,0.0,0.0,0,0,0,4,Idle
13.2198,31.7591,20.8527,28.6871,0.8117,5.1297,0.0075,0.0209,1.6998,0.115,1.8789,475,159.797,0.2239,520.7956,5.4726,0.3689,0.0033,0.5995,1,1,0,5,Coding
57.1248,66.0219,4.9841,54.8061,6.7102,17.6249,0.0057,0.0067,0.0211,0.0447,3.9249,457,131.3435,1.6189,1920.8772,4.9539,18.2153,0.7335,5.0792,1,0,0,2,Compiling
11.8576,26.3242,28.7698,38.715,1.8091,13.2149,0.0418,0.0223,3.3476,0.082,1.6536,488,165.7384,0.1774,562.9298,4.4932,0.22,0.1933,0.6295,0,1,0,1,Browsing
86.3574,92.8145,1.4794,70.1676,-0.5105,10.1282,0.042,0.2266,0.1614,0.436,1.3236,433,68.2267,0.9768,1716.2119,5.0218,7.1064,0.2419,0.99,0,0,0,3,Gaming
47.3268,57.1099,2.2773,66.208,0.1451,10.4799,0.0258,0.1494,0.2212,0.4766,2.6763,472,153.1907,0.1466,1693.2482,6.6205,8.3323,0.6504,1.1589,0,0,0,3,Gaming
94.8375,100.0,2.5917,75.166,0.1829,11.9952,0.0431,0.249,0.2839,0.4882,0.5826,408,80.7619,0.5478,1627.2481,6.1627,6.4661,0.2963,1.3756,0,0,0,3,Gaming
21.8409,32.8749,25.2635,48.135,0.3296,3.7862,0.0084,0.0273,1.9236,0.1279,3.0139,427,60.5466,0.7428,443.3388,2.9323,0.4465,0.0,0.4551,1,0,0,5,Coding
5.5671,9.0446,2.2925,32.2596,-0.0522,5.9375,0.0009,0.0062,0.1998,0.1296,0.3715,447,113.3814,0.2655,132.4489,1.997,0.0934,0.0071,0.0051,0,0,0,4,Idle
9.8598,26.425,17.6833,40.9045,0.4755,7.0729,0.0061,0.0153,2.1803,0.0872,0.1272,448,112.2506,0.4795,489.1684,5.0058,0.1729,0.0,0.1136,1,1,0,5,Coding
26.0426,39.026,18.6623,40.7842,7.2087,13.8746,0.0501,0.0302,3.8558,0.147,1.8977,433,66.7498,1.0636,447.8832,3.666,1.1201,0.1842,0.7611,0,1,0,1,Browsing
10.7839,30.6049,14.3168,39.7624,1.015,6.3484,0.0038,0.0,1.3029,0.1394,2.1766,495,130.9252,0.237,555.8647,4.347,0.3804,0.0118,0.1995,1,1,0,5,Coding
91.1532,100.0,5.1585,61.6649,2.8471,15.0186,0.0061,0.0009,0.0981,0.0232,3.5847,418,98.0425,1.8513,2896.2787,7.2951,20.4583,1.0554,8.6817,1,1,1,2,Compiling
21.5718,21.4103,11.4193,45.6319,1.5344,6.0648,0.0078,0.0,1.6408,0.1539,2.1789,432,61.0811,0.7226,464.7744,4.444,0.2575,0.0,0.0,1,1,1,5,Coding
15.851,28.3504,7.3239,46.0123,2.657,10.4109,0.0052,0.0066,0.0613,0.0445,3.2997,471,178.5227,1.4247999999999998,2334.4187,6.7912,17.2363,1.2638,14.4601,0,0,1,2,Compiling
62.4972,77.1091,2.3573,61.119,-0.2559,8.6566,-0.0106,0.2267,0.1189,0.5631,2.1453,420,49.1923,0.6546,1555.8292,5.1259,7.2549,0.1804,0.3966,0,0,0,3,Gaming
14.9482,29.7881,10.3711,45.4478,-1.3877,9.591,0.0784,0.6867,0.0913,0.6817,1.3165,479,172.4089,0.2029,1043.3666,1.6066,1.0355,0.0716,0.2889,0,0,0,0,Video_Call
88.1164,100.0,8.8212,60.5218,3.7986,14.3814,0.0027,0.0143,0.0828,0.0235,3.5768,416,81.62440000000001,1.7256,1584.0946,5.5363,25.5929,2.4992,21.8075,1,0,1,2,Compiling
21.4926,37.5446,24.088,30.9757,0.6794,7.0439,0.0156,0.0211,1.9106,0.1132,2.5478,455,101.3118,0.3758,555.4916,3.9488,0.2573,0.0,0.556,1,1,0,5,Coding
2.4263,3.4767,2.5328,36.1132,-0.1576,4.8049,0.0079,0.0275,0.165,0.1345,0.429,480,158.484,0.0,116.8227,2.722,0.0,0.0,0.0053,0,0,0,4,Idle
76.9467,89.1229,4.912,65.7251,-0.0342,9.7425,0.0484,0.2764,0.1411,0.4003,2.2874,463,117.1918,0.5945,1673.6646,4.7606,7.0128,0.4475,1.2519,0,0,0,3,Gaming
74.1046,79.5478,2.288,63.8464,-0.3,9.3047,0.0409,0.2206,0.2053,0.4667,1.4232,444,101.5036,0.3621,1446.736,5.5357,7.6711,0.5002,1.2763,0,0,0,3,Gaming
87.7702,95.3455,7.8472,67.0201,5.7238,12.4937,0.0078,0.0165,0.0874,0.0204,5.8597,415,86.8189,1.9943,2147.6971,7.1834,21.3365,2.4636,12.7082,1,0,1,2,Compiling
13.5663,24.5133,9.1915,54.1018,-0.7574,10.1865,0.0793,0.7383,0.074,0.7304,0.8255,471,152.2201,0.1791,841.9872,2.3657,1.5712,0.1905,0.1757,0,1,0,0,Video_Call
55.0455,63.0858,6.0093,69.6363,5.2369,10.5946,0.0013,0.0,0.0636,0.077,2.5142,460,153.2174,1.6423,2808.5408,7.8173,18.1914,1.8931,14.5243,1,0,1,2,Compiling
3.7902,6.6706,0.3745,26.2519,-0.3477,3.8819,0.0004,0.0386,0.0806,0.1431,0.5375,424,82.7442,0.7958,143.2487,2.9272,0.0,0.004,0.0,0,0,0,4,Idle
13.3979,32.493,9.7192,41.5192,1.5806,9.5274,0.0806,0.7052,0.0729,0.7971,1.57,480,175.9273,0.0358,834.9012,2.1014,1.0302,0.0616,0.2303,1,1,0,0,Video_Call
19.5924,30.094,20.3086,49.8655,1.2056,12.0008,0.0485,0.0333,4.9784,0.1277,2.1205,444,104.5013,0.551,466.6807,4.6366,0.2709,0.2303,0.6817,0,1,0,1,Browsing
21.9603,34.8353,10.9343,51.4723,2.1004,11.0879,0.0957,0.793,0.0724,0.8426,0.4703,418,61.2806,0.7185,862.4458,2.5374,1.2198,0.0185,0.3829,0,1,0,0,Video_Call
64.651,74.094,1.2608,62.7217,-0.0228,9.2936,0.0345,0.182,0.1424,0.4579,0.9975,442,108.2616,0.4439,1633.1309,6.3492,5.0797,0.3595,0.8625,0,0,0,3,Gaming
3.5423,7.0983,0.5024,34.9705,0.0123,5.0363,0.0026,0.0327,0.1185,0.1176,0.1478,481,177.9585,0.2124,144.1813,3.6338,0.0,0.0,0.0072,0,0,0,4,Idle
22.9914,34.4394,26.3236,45.2066,4.2781,8.4828,0.0556,0.0409,4.4906,0.1132,2.5041,419,69.2689,0.6833,618.773,3.1111,1.6844,0.0995,0.9515,0,1,0,1,Browsing
46.2488,58.1733,3.5531,70.0477,-0.0481,10.815,0.0465,0.2594,0.1601,0.4751,0.8684,484,148.1953,0.3454,1553.1966,6.5295,3.9328,0.2509,1.1151,0,0,0,3,Gaming
20.8038,33.5257,22.1944,30.9289,0.3573,6.5605,0.0033,0.026,1.5818,0.1094,0.5737,435,65.7462,0.8625,545.3083,4.965,0.2503,0.0004,0.4444,1,1,0,5,Coding
88.0051,94.3007,4.6486,67.6469,7.801,8.7106,0.0087,0.0187,0.0495,0.0772,3.5721,432,93.7123,1.9529,2214.7407,6.897,22.8788,3.2629,15.4693,1,0,1,2,Compiling
2.7219,4.6407,1.6668,45.4458,0.1615,3.3,0.0058,0.0027,0.0874,0.1359,0.298,486,162.7132,0.2792,132.1744,2.915,0.0,0.0,0.0,0,0,0,4,Idle
1.3817,5.1465,0.9386,33.2725,0.0206,3.662,0.0022,0.0598,0.1811,0.1032,0.2659,457,104.9972,0.3415,207.8657,3.045,0.0,0.0,0.0085,0,1,0,4,Idle
79.7689,89.3313,7.5996,54.7053,4.2898,9.1417,0.0077,0.0059,0.113,0.0712,4.9559,433,94.1618,1.8466,2553.8835,10.0862,14.5719,2.2992,14.2098,1,0,0,2,Compiling
84.4628,90.6522,6.9095,58.4909,4.8652,14.0925,0.0036,0.004,0.0918,0.0768,2.8422,420,88.5703,1.874,1800.9826,8.9765,18.2638,1.296,17.2283,1,0,1,2,Compiling
11.0697,32.2083,28.6698,42.0717,4.0263,11.7912,0.0435,0.0293,3.0478,0.1485,1.5764,480,158.4636,0.2324,552.9806,3.8981,0.5562,0.2519,0.6429,0,1,0,1,Browsing
27.5578,37.8476,7.9966,48.1366,2.14,8.9568,0.0992,0.6938,0.0816,0.9063,0.7413,444,110.213,0.4306,946.9967,2.2276,1.5421,0.1543,0.2167,0,1,0,0,Video_Call
82.873,89.3967,3.0373,61.5659,-0.4391,9.2862,0.0423,0.2354,0.1766,0.4739,1.8578,407,74.9897,0.471,1908.6564,5.5001,7.8161,0.5179,0.0188,0,0,0,3,Gaming
3.0508,7.5397,2.3108,31.3298,-0.158,4.0235,0.001,0.0237,0.0849,0.0896,0.3055,422,63.8868,0.6651,139.0955,2.4803,0.0759,0.0,0.007,0,1,0,4,Idle
3.977,6.0103,1.0494,28.1845,-0.1454,2.9957,0.0034,0.0459,0.0589,0.1014,0.6271,452,113.1311,0.3125,154.3919,3.7162,0.0,0.0032,0.0066,0,0,0,4,Idle
17.6971,32.2355,20.0108,34.7987,0.1154,4.3656,0.0095,0.011,1.4099,0.0913,1.135,472,143.821,0.2837,511.2643,4.6527,0.3409,0.0,0.4618,1,1,0,5,Coding
31.0642,41.8215,10.1795,42.1142,1.967,9.6597,0.1107,0.8399,0.1225,0.6525,1.6232,438,97.8429,0.2714,717.1902,2.2574,1.3466,0.0364,0.2451,0,1,0,0,Video_Call
28.2817,40.5177,11.4911,45.7709,0.8879,8.7034,0.0822,0.7379,0.0784,0.7748,0.9765,406,64.8881,0.48,699.122,2.4676,1.4065,0.0679,0.1153,0,1,0,0,Video_Call
10.3927,28.1832,21.5085,28.6439,0.2496,7.7294,0.0103,0.0331,1.6604,0.1066,2.4992,475,140.5543,0.1952,394.8576,5.5685,0.2974,0.0024,0.5542,1,0,0,5,Coding
67.2309,81.9002,5.6183,51.9528,3.2689,15.9533,0.0105,0.0149,0.0721,0.0325,3.4981,446,142.1662,1.692,2079.4946,7.6105,10.4781,0.7628,21.9147,1,0,1,2,Compiling
24.3105,52.5717,28.7635,45.2781,2.1775,12.013,0.0719,0.0508,4.7578,0.1191,1.7064,453,98.1644,0.4921,686.7401,3.4107,0.2587,0.2752,0.545,0,1,0,1,Browsing
85.7302,92.7784,2.3678,63.2426,0.3859,8.6084,0.0367,0.259,0.2243,0.5593,1.1784,431,63.3556,0.6207,1601.5705,4.8306,5.5489,0.3306,0.9404,0,0,0,3,Gaming
23.925,34.2937,17.823,31.0128,0.3164,8.0991,0.01,0.0096,2.1135,0.1007,1.7403,419,108.6583,0.4689,430.0083,3.5843,0.1754,0.0,0.6795,1,1,1,5,Coding
46.3827,56.2826,4.2642,71.921,0.0016,11.4299,0.0016,0.2528,0.1128,0.5054,2.1546,476,148.9201,0.0,1794.9707,5.7814,7.2849,0.1596,0.8231,0,1,0,3,Gaming
13.6041,37.6682,26.2412,49.165,6.9437,12.7835,0.0447,0.0463,4.6458,0.1297,1.3201,476,143.3095,0.2964,467.4767,4.2411,0.6985,0.2207,0.6298,0,1,0,1,Browsing
7.0408,24.9597,20.4816,45.3247,0.6752,6.1191,0.0089,0.0183,1.7361,0.1069,0.7784,486,161.6766,0.1217,420.4409,3.6764,0.1935,0.0133,0.3578,1,1,0,5,Coding
59.9632,70.8808,2.9097,61.3939,2.572,12.3812,-0.0021,0.0025,0.0641,0.081,1.9483,448,135.0541,1.6838,1745.8712,7.5953,13.5461,2.2928,18.3396,1,1,1,2,Compiling
14.3832,25.5132,21.73,41.9165,3.3777,9.5813,0.0472,0.047,3.8727,0.0621,2.0006,417,68.2124,0.6234,472.2248,4.555,0.9017,0.2267,0.3487,0,1,0,1,Browsing
10.7844,15.9954,6.0939,63.5761,5.6958,12.8669,0.0062,0.0084,0.1232,0.0294,2.3778,483,202.8378,1.4841,1962.1874,5.3461,27.1898,1.9671,18.6784,1,0,1,2,Compiling
4.2684,8.5712,1.3899,26.2133,-0.2548,5.6534,0.0006,0.0501,0.1025,0.1157,0.8802,418,71.7578,0.8367,194.7538,2.6497,0.0092,0.0019,0.0,0,0,0,4,Idle
81.0413,91.2673,4.3797,61.3533,2.2142,11.7589,0.0081,0.0044,0.0705,0.0535,5.1427,464,137.57760000000002,1.4066999999999998,1986.7486,6.714,12.9716,2.8808,12.3126,0,0,1,2,Compiling
13.1103,40.5214,21.9471,41.357,1.4924,10.1427,0.0417,0.0465,3.675,0.0882,2.3215,475,159.0643,0.3759,456.9237,4.1128,0.3002,0.1649,0.6629,0,1,0,1,Browsing
88.8406,100.0,7.0544,60.5612,4.0183,13.8199,0.0033,0.0114,0.0954,0.076,0.0,424,109.7504,1.6888999999999998,2025.5433,6.9116,26.0792,0.5352,12.627,0,0,1,2,Compiling
31.1329,40.8795,27.1631,46.156,3.4438,9.8658,0.0504,0.0216,2.8757,0.1132,2.8824,431,104.5055,0.3297,465.8119,3.6933,0.9413,0.1343,0.3556,0,1,0,1,Browsing
5.7062,6.97,0.4279,30.2606,-0.1436,3.8377,0.0032,0.0309,0.1135,0.1142,0.9033,419,51.1164,0.6624,175.9545,2.934,0.0017,0.0019,0.0,0,0,0,4,Idle
31.3417,55.8554,25.2238,43.1033,0.8314,6.0757,0.0062,0.0136,1.6639,0.1415,2.1592,442,63.3609,0.6556,481.9775,4.1782,0.3698,0.0056,0.2236,1,1,0,5,Coding
36.2233,46.4004,1.4112,66.3551,0.0917,10.4487,0.0439,0.2619,0.2163,0.5428,1.0374,486,139.3301,0.2408,1596.3346,3.7564,2.6982,0.3396,0.7809,0,0,0,3,Gaming
15.9092,24.911,5.5095,53.6996,3.2946,9.9259,0.0082,0.0054,0.0719,0.0604,3.344,480,200.9583,1.4858,1846.2966,6.3773,24.6078,3.9918,15.2254,0,1,1,2,Compiling
94.5777,100.0,4.2558,49.4275,5.4234,9.7223,0.0033,0.0136,0.0006,0.0382,4.9673,409,97.7828,1.8682,1677.4684,8.1269,27.5601,3.0268,10.4296,1,0,1,2,Compiling
19.1999,28.961,17.247,41.3887,2.0076,8.3012,0.0308,0.0203,3.7064,0.0963,1.1761,454,123.7994,0.1584,475.2599,3.7839,1.3293,0.238,1.2488,1,1,0,5,Coding
72.3467,83.1154,7.1245,52.1714,4.0232,15.4101,0.0091,0.0093,0.083,0.0703,3.5529,459,138.95839999999998,1.6456,2433.7401,7.3145,21.6898,2.1947,7.2748,0,0,1,2,Compiling
3.8847,7.173,2.7727,32.7876,-0.2135,4.0894,0.0038,0.0395,0.0675,0.0877,0.0,465,124.8901,0.3976,164.4341,2.5828,0.0,0.0051,0.0108,0,0,0,4,Idle
76.5936,89.6403,2.9567,69.6691,0.0563,8.396,0.0552,0.3078,0.1512,0.3349,1.4759,409,58.4842,0.6096,1474.914,4.7708,8.2798,0.3947,0.7519,0,0,0,3,Gaming
12.013,19.7426,39.2527,40.925,0.8713,7.7993,0.009,0.0091,1.9216,0.1515,1.0834,479,142.8551,0.0302,545.9568,4.0452,0.3884,0.0,0.6091,1,1,0,5,Coding
22.6661,31.8244,25.8636,41.3006,0.8316,9.2422,0.0037,0.007,2.0117,0.0691,1.9129,448,118.9222,0.4999,538.3885,5.0014,0.4445,0.0,0.5298,0,1,0,1,Browsing
1.1899,4.6933,2.0296,26.6853,0.1893,4.679,0.0032,0.0313,0.1626,0.1162,0.9786,412,67.4672,0.6909,147.1472,1.3347,0.0,0.0077,0.0044,0,0,0,4,Idle
35.6333,49.0529,2.6861,77.4172,0.1013,15.041,0.0565,0.2313,0.2524,0.482,1.3388,488,151.2933,0.2142,1539.2991,5.3568,5.5031,0.1138,1.076,0,0,0,3,Gaming
48.1448,57.428,1.8613,62.4449,-0.2403,10.652,0.0179,0.3844,0.1839,0.3914,2.1468,493,176.8022,0.158,2012.5361,6.0267,4.9627,0.4348,0.621,0,0,0,3,Gaming
8.7992,25.4929,19.1617,35.0859,0.9953,5.1474,0.0084,0.0044,1.3632,0.107,1.9902,474,178.7586,0.3601,473.9559,3.2153,0.3799,0.0,0.1716,1,0,1,5,Coding
44.4181,50.2948,1.4192,59.9256,0.1351,7.6214,0.0183,0.1455,0.165,0.4841,1.0527,489,182.4094,0.1674,1972.3363,6.5345,3.1317,0.5424,1.0812,0,0,0,3,Gaming
16.3481,24.6822,23.3751,36.5023,4.6019,4.8203,0.0454,0.0281,4.4276,0.151,1.2438,414,68.8257,0.5446,710.5245,2.9494,0.8727,0.153,0.8982,1,1,0,1,Browsing
10.0635,20.8886,9.7172,35.0566,0.7812,8.5497,0.0716,0.7828,0.1047,0.8224,0.8437,492,176.907,0.2906,881.6229,2.4909,1.2308,0.2347,0.2189,0,1,0,0,Video_Call
3.5351,5.0783,2.1752,35.9929,-0.3302,4.7471,0.0019,0.0683,0.1502,0.1635,0.6773,446,111.509,0.3195,118.7058,1.9614,0.0068,0.0,0.0019,0,0,0,4,Idle
50.1271,60.5384,6.9415,57.3584,4.2934,9.1333,0.0079,0.0092,0.0618,0.0419,1.7141,446,155.4699,1.5605,2619.8206,9.3749,13.3546,3.0189,11.1704,1,1,1,2,Compiling
20.9133,27.2489,17.6305,40.1273,2.8418,9.4569,0.0516,0.0516,4.0908,0.1424,2.4286,450,98.4866,0.3713,694.6694,3.468,0.6893,0.2472,1.08,0,1,0,1,Browsing
29.4026,42.5387,14.2744,50.0614,2.0624,7.8906,0.0925,0.6521,0.093,0.8782,1.6792,428,69.9508,0.5659,778.1084,1.8632,0.9745,0.0369,0.0599,0,1,0,0,Video_Call
3.6327,6.3812,1.4909,27.5637,-0.1003,2.1629,0.0007,0.0163,0.0801,0.1652,0.4973,483,156.0813,0.2173,154.514,2.5288,0.0144,0.017,0.0,0,0,0,4,Idle
23.4792,39.1039,15.4022,28.5667,0.1895,6.6678,0.0158,0.0268,1.9511,0.1803,2.1762,437,74.0557,0.6258,400.5312,3.6021,0.3937,0.0,0.9453,1,1,0,5,Coding
13.5027,20.5617,12.6468,41.896,0.6925,8.1016,0.0549,0.6776,0.0752,0.82,1.8336,463,165.5744,0.2974,676.4848,1.8216,1.6889,0.1367,0.2225,0,1,0,0,Video_Call
16.6482,34.0368,21.2467,38.3211,0.851,6.7341,0.0123,0.0165,2.2493,0.135,3.2705,432,123.6137,0.2945,419.8229,4.917,0.396,0.0,0.0061,1,0,0,5,Coding
12.9472,26.9042,12.2727,44.4503,1.8896,7.906,0.107,0.7112,0.0926,0.9877,1.5608,473,168.5161,0.2608,774.4803,2.6666,1.4739,0.0489,0.123,0,1,0,0,Video_Call
10.7818,21.6885,27.9701,33.4682,3.302,8.0101,0.0309,0.0248,3.7537,0.1461,2.6963,453,114.0018,0.4373,705.6087,5.3272,0.7309,0.0196,0.5485,0,1,0,1,Browsing
13.3275,26.9553,10.0391,47.8113,1.7355,9.2284,0.0842,0.9851,0.0659,0.8522,0.9435,474,139.5851,0.1122,830.4071,2.6209,1.3714,0.0748,0.2753,0,1,0,0,Video_Call
29.9522,41.1523,14.8567,49.2506,2.4696,6.8509,0.0953,0.7472,0.04,0.8881,1.8792,408,53.2215,0.4411,837.0384,2.0277,1.9711,0.1179,0.2826,0,1,0,0,Video_Call
2.5566,7.1049,1.6454,36.2653,-0.1992,4.5902,0.008,0.0389,0.044,0.1655,0.3577,442,102.2318,0.4053,111.3462,2.4362,0.0,0.0052,0.0,0,0,0,4,Idle
40.9285,53.7534,1.2999,57.749,-0.0632,11.5491,0.0672,0.2813,0.1,0.5648,0.7092,482,153.4848,0.204,1581.5089,5.648,4.7153,0.4575,1.2452,0,1,0,3,Gaming
25.1146,40.2813,21.4354,37.3026,0.6995,6.3072,0.0169,0.0274,1.6827,0.0801,2.6631,449,104.7121,0.3603,549.9801,2.6405,0.3024,0.0142,0.6928,1,1,1,5,Coding
60.2893,70.5417,6.5738,55.9059,4.7636,10.5085,0.0037,0.0084,0.0601,0.0553,5.4092,437,135.6824,1.6802,2223.4239,9.4941,18.1389,2.0513,12.571,1,0,1,2,Compiling
0.0,1.9518,2.5212,36.3003,0.4671,2.3304,-0.001,0.0616,0.0474,0.1552,0.3061,412,65.0816,0.6772,185.4524,2.8416,0.0,0.015,0.0076,0,0,0,4,Idle
81.1216,88.1816,2.2811,59.6591,0.1119,12.3955,0.0308,0.2333,0.1971,0.5542,1.2687,451,126.7779,0.4961,1674.8509,7.6402,6.8857,0.5372,0.3705,0,0,0,3,Gaming
7.186,17.7215,14.5568,41.1886,4.1569,8.9296,0.039,0.0237,3.252,0.1051,2.049,486,144.8675,0.3208,612.577,4.1983,0.7516,0.0177,1.1428,0,1,0,1,Browsing
20.835,31.0987,10.0024,51.8843,0.9662,4.6931,0.0815,0.7605,0.0951,0.8781,1.0921,452,113.632,0.4655,840.1866,2.017,0.9427,0.0768,0.1379,0,1,0,0,Video_Call
34.6622,44.9303,4.3255,43.518,5.0086,8.9366,0.0067,0.0122,0.1209,0.0125,3.4388,436,137.4977,1.4411,2286.0136,8.3882,30.6032,1.0682,17.6543,1,0,1,2,Compiling
64.9433,74.6005,3.3217,70.1347,-0.2383,13.0305,0.0259,0.3641,0.1611,0.4088,1.4566,428,61.617,0.6681,1511.0642,6.6331,6.3834,0.3336,1.0347,0,0,0,3,Gaming
17.6605,24.9949,7.1222,47.8625,4.3603,14.6412,0.0049,0.0105,0.0978,0.0517,6.3058,469,206.6099,1.5116,1799.0884,8.4272,20.318,3.4312,8.0964,1,0,1,2,Compiling
84.0226,91.4836,7.4989,56.0426,4.4725,9.6253,0.0036,0.0139,0.0635,0.0302,6.8217,405,100.36,2.01,1863.5933,7.0209,14.9555,2.5767,8.6012,0,1,1,2,Compiling
75.0774,92.6007,1.4431,63.942,-0.4108,12.6867,0.0297,0.2316,0.1417,0.3944,2.59,447,93.8168,0.4056,1489.8116,5.5302,5.3534,0.4226,1.1827,0,0,0,3,Gaming
23.6465,35.5634,9.9313,49.2921,0.4282,10.8747,0.0788,0.6337,0.131,0.8211,1.6215,450,109.5541,0.4111,757.6068,2.2647,1.7941,0.0607,0.192,0,1,0,0,Video_Call
68.6094,78.8904,0.1073,69.7833,-0.1241,12.7988,0.053,0.2191,0.1502,0.4478,1.647,410,58.8597,0.6044,1215.1299,4.5994,6.691,0.4011,0.4657,0,0,0,3,Gaming
9.0313,23.2971,9.9052,51.1335,0.4593,9.8458,0.0718,0.7256,0.0476,0.8663,1.3561,482,170.8801,0.1589,778.1802,2.3829,1.3998,0.1328,0.2465,0,1,0,0,Video_Call
16.1451,27.2243,23.8495,38.2066,0.7569,6.5383,0.0052,0.0218,1.8186,0.0711,2.0614,408,62.0749,0.7669,464.5286,3.839,0.3985,0.0059,0.4785,1,1,0,5,Coding
21.5642,38.985,30.6122,39.2434,4.5495,8.8313,0.0565,0.0073,3.1013,0.0945,1.8398,425,113.661,0.4085,596.9145,4.9922,0.1765,0.2501,0.6,0,1,0,1,Browsing
14.8768,29.7568,18.5219,34.6892,0.1578,2.2754,0.003,0.0027,1.0742,0.0944,1.6606,482,164.0953,0.3255,475.7738,4.4743,0.2257,0.0092,0.4035,1,1,0,5,Coding
3.2402,5.7661,0.4563,31.4856,0.0672,3.5075,0.0046,0.0463,0.1195,0.1051,0.624,436,102.1132,0.3181,170.4747,2.0354,0.0534,0.0,0.0065,0,0,0,4,Idle
24.0666,43.7811,27.2667,39.2194,4.5044,6.7357,0.0431,0.0411,3.0742,0.1754,1.6575,405,67.3286,0.7561,608.8487,3.9532,0.5974,0.1371,0.4895,0,1,0,1,Browsing
14.9963,29.2858,15.4805,43.2152,0.8056,11.8039,0.1023,0.7692,0.1187,0.9146,1.1373,466,160.1484,0.154,953.8109,1.9917,1.5198,0.0472,0.2142,0,1,0,0,Video_Call
14.9591,31.5319,21.8402,44.3754,6.0695,8.5919,0.0419,0.0292,4.389,0.1507,2.6054,426,65.1621,0.8263,508.9405,5.3602,0.6842,0.2671,0.9896,0,1,0,1,Browsing
22.5444,32.7055,5.356,64.8953,6.1262,14.0639,0.004,0.0036,0.1164,0.0665,0.6052,483,198.7594,1.4173,2699.1017,4.3133,7.5792,3.6087,13.8453,0,0,1,2,Compiling
16.8905,32.9603,7.6336,46.8305,1.1822,7.0342,0.1064,0.8259,0.0872,0.9093,1.0756,421,71.4032,0.6497,769.4453,1.2932,0.9515,0.1285,0.1112,0,1,0,0,Video_Call
13.8897,28.18,8.2527,36.4244,0.6196,9.9025,0.0908,0.7189,0.1159,1.0239,1.1691,486,155.8,0.4758,638.2575,2.4428,1.3211,0.1082,0.1131,0,1,0,0,Video_Call
